ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer
14572,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,Maxis
14573,The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,Maxis
14574,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27,Maxis
14575,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,Maxis
14576,The Sims 2: Seasons,PC,2007,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.07,Maxis
14577,The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,Maxis
14578,The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6,8.01,The Sims Studio
14579,The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0.81,0,0.2,2.28,The Sims Studio
14580,The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,The Sims Studio
14581,The Sims 3,Wii,2010,Simulation,Electronic Arts,0.57,0.69,0,0.14,1.41,The Sims Studio
14582,The Sims 3,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76,EA Games
14583,The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,Exient Entertainment
14584,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.17,0.46,EA Redwood Shores
14585,The Sims 3: Barnacle Bay,PC,2011,Simulation,Electronic Arts,0.07,0,0,0.01,0.08,Maxis
14586,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.02,0.08,The Sims Studio
14587,The Sims 3: Generations,PC,2011,Simulation,Electronic Arts,0.4,0.23,0,0,0.63,The Sims Studio
14588,The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.54,0,0.11,0.66,The Sims Studio
14589,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23,1.7,The Sims Studio
14590,The Sims 3: Outdoor Living Stuff,PC,2011,Simulation,Electronic Arts,0,0.38,0,0.08,0.46,The Sims Studio
14591,The Sims 3: Seasons,PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,The Sims Studio
14592,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts,0.11,0.17,0,0.05,0.34,The Sims Studio
14593,The Sims 3: World Adventures,PC,2009,Simulation,Electronic Arts,0.02,0.18,0,0.38,0.57,The Sims Studio
14594,The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23,3.05,Maxis
14595,The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.01,0.1,Maxis
14596,The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.02,0.22,Maxis
14597,The Sims 4: Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0,0.01,0,0,0.02,Maxis
14598,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,0.04,Maxis
14599,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04,Maxis
14600,The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,
14601,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43,Maxis
14602,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,0.93,0.35,0,0.06,1.33,
14603,The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0,0.03,0.66,Maxis
14604,The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0,0.02,0.56,Maxis
14605,The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,
14606,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,Maxis
14607,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1,2.16,Maxis
14608,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,Maxis
14609,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,Maxis
14610,The Sims: Medieval,PC,2011,Simulation,Electronic Arts,0.28,0.32,0,0.09,0.69,The Sims Studio
14611,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0,1.68,Maxis
14612,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,Maxis
14613,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07,Maxis
14614,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.08,0.02,0.01,0.01,0.12,Access Games
14615,The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.08,0.01,0.08,0.68,Sanzaru Games
14616,The Smurfs,DS,2011,Action,Ubisoft,0.23,0.14,0,0.04,0.41,Land Ho!
14617,The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0,0,0.04,
14618,The Smurfs 2,DS,2013,Platform,Ubisoft,0,0.17,0,0.01,0.18,WayForward
14619,The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0,0.01,0.12,WayForward
14620,The Smurfs 2,Wii,2013,Platform,Ubisoft,0,0.09,0,0.01,0.09,WayForward
14621,The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.06,0,0.02,0.09,WayForward
14622,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.03,0,0.01,0.09,WayForward
14623,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.21,0.04,0,0.02,0.28,Land Ho!
14624,The Space Bar,SAT,1996,Adventure,Sega,0,0,0.08,0,0.08,
14625,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0,0,0.01,0.19,Stormfront Studios
14626,The Spiderwick Chronicles,X360,2008,Action,Vivendi Games,0.09,0.01,0,0.01,0.11,Stormfront Studios
14627,The Spiderwick Chronicles,DS,2008,Action,Vivendi Games,0.07,0,0,0.01,0.08,Stormfront Studios
14628,The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,Heavy Iron Studios
14629,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,1.02,0.38,0,0.06,1.46,WayForward
14630,The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,Heavy Iron Studios
14631,The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0,0.02,0.54,Heavy Iron Studios
14632,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.09,0,0,0.01,0.09,
14633,The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13,Take-Two Interactive
14634,The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,0.42,Surreal Software
14635,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,Surreal Software
14636,The Suffering: Ties That Bind,PS2,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,Surreal Software
14637,The Suffering: Ties That Bind,XB,2005,Action,Midway Games,0.07,0.02,0,0,0.09,Surreal Software
14638,The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.17,0.09,0,0.03,0.3,
14639,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,0.23,0,0,0.02,0.25,
14640,The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0,0,0.04,Red Storm Entertainment
14641,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0,0,0.03,Ubisoft Shanghai
14642,The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment,0.17,0.13,0,0.04,0.35,Brash Entertainment
14643,The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0,0,0,0.07,Brash Entertainment
14644,The Tale of Despereaux,Wii,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04,Brash Entertainment
14645,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.03,Croteam
14646,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0,0.01,0.06,Spiders
14647,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0,0.03,Spiders
14648,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01,"Spidersoft, Spiders"
14649,The Terminator: Dawn of Fate,PS2,2002,Action,Atari,0.2,0.16,0,0.05,0.41,Paradigm Entertainment
14650,The Terminator: Dawn of Fate,XB,2002,Action,Atari,0.11,0.03,0,0.01,0.15,Paradigm Entertainment
14651,The Testament of Sherlock Holmes,PS3,2012,Adventure,Focus Home Interactive,0.05,0.14,0,0.04,0.24,Frogwares
14652,The Testament of Sherlock Holmes,PC,2012,Adventure,Focus Home Interactive,0,0.06,0,0.01,0.07,Frogwares
14653,The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,Frogwares
14654,The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,Computer Artworks
14655,The Thing,XB,2002,Adventure,Vivendi Games,0.15,0.04,0,0.01,0.2,Computer Artworks
14656,The Tomb Raider Trilogy,PS3,2011,Action,Square Enix,0.27,0.46,0,0.15,0.88,Crystal Dynamics
14657,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01,
14658,The Treasures of Montezuma,DS,2010,Puzzle,Foreign Media Games,0.02,0.01,0,0,0.04,Foreign Media
14659,The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011,Puzzle,Unknown,0.01,0,0,0,0.01,
14660,The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,Smilebit
14661,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0,0,0,0.01,Neopica
14662,The Ultimate Red Ball Challenge,Wii,2009,Misc,Mindscape,0,0.19,0,0.01,0.2,
14663,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.01,0.13,
14664,The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,Maxis
14665,The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0,0.03,0.62,Griptonite Games
14666,The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,Maxis
14667,The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts,0.22,0.11,0,0.01,0.34,Maxis
14668,The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0,0.44,
14669,The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.26,0,0,0.02,0.28,
14670,The Voice,WiiU,2014,Action,Activision,0.08,0,0,0.01,0.1,
14671,The Voice,X360,2014,Action,Activision,0.07,0,0,0.01,0.08,
14672,The Voice,PS3,2014,Action,Activision,0.02,0,0,0.01,0.03,Activision
14673,The Void,PC,2008,Adventure,Mamba Games,0,0.03,0,0.01,0.03,Ice-Pick Lodge
14674,The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,0.4,0.23,0.03,0.1,0.76,
14675,The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,0.55,0.13,0,0.05,0.73,
14676,The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.02,0.07,0.46,
14677,The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0,0.01,0.16,
14678,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0,0.01,0.03,0.14,
14679,The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0,0.03,0,0.01,0.03,
14680,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.25,
14681,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.06,0,0.03,0.19,
14682,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.01,0.14,
14683,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0,0.01,0.1,
14684,The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.07,0,0.01,0.02,0.1,
14685,The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.11,0,0.05,0.63,Terminal Reality
14686,The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0.15,0,0.08,0.51,Terminal Reality
14687,The Walking Dead: Survival Instinct,WiiU,2013,Shooter,Activision,0.08,0.03,0,0.01,0.11,Terminal Reality
14688,The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53,Rockstar Toronto
14689,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28,Rockstar Toronto
14690,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.01,0,0.02,0.27,"Rockstar Toronto, Rockstar Leeds"
14691,The Weakest Link,PS,2001,Misc,Activision,0.05,0.03,0,0.01,0.09,"Activision, Traveller's Tales"
14692,The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,Daedalic Entertainment
14693,The Wild Thornberrys Movie,GBA,2002,Platform,THQ,0.25,0.09,0,0.01,0.34,Human Soft
14694,The Wild Thornberrys: Animal Adventures,PS,2000,Adventure,Mattel Interactive,0.1,0.07,0,0.01,0.17,
14695,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,0.11,0.04,0,0,0.16,Helixe
14696,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01,Happy Happening
14697,The Witch and the Hundred Knight,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.2,Nippon Ichi Software
14698,The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.09,
14699,The Witcher,PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,CD Projekt Red Studio
14700,The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14,0.96,CD Projekt Red Studio
14701,The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.08,0.9,CD Projekt Red Studio
14702,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,CD Projekt Red Studio
14703,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.69,0.5,0,0.11,1.31,CD Projekt Red Studio
14704,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05,0.72,CD Projekt Red Studio
14705,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,CD Projekt Red Studio
14706,The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0,0,0.01,0.15,Media Vision
14707,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0,0.04,0.21,Telltale Games
14708,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,0.05,0.02,0,0.02,0.09,
14709,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0,0.01,0.08,Telltale Games
14710,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.03,0,0,0.01,0.04,Telltale Games
14711,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,0.03,
14712,The Wonderful 101,WiiU,2013,Action,Nintendo,0.19,0.1,0.08,0.03,0.4,PlatinumGames
14713,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.49,0.04,0.21,0.04,0.78,Jupiter Corporation
14714,The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42,
14715,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02,0.12,Black Ops Entertainment
14716,The X-Factor,Wii,2010,Misc,Deep Silver,0,0.28,0,0.04,0.33,
14717,The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.13,
14718,The X-Factor,X360,2010,Misc,Deep Silver,0,0.08,0,0.01,0.09,
14719,Theatre Of War,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01,"Battlefront.com, 1C, 1C Company"
14720,Theatrhythm Dragon Quest,3DS,2015,Misc,Square Enix,0,0,0.15,0,0.15,
14721,Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,Indies Zero
14722,Theatrhythm: Final Fantasy,3DS,2012,Misc,Square Enix,0.22,0.07,0.18,0.02,0.5,Indies Zero
14723,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0,2.4,Bullfrog Productions
14724,Theme Hospital,PS,1998,Strategy,Electronic Arts,0.03,0.02,0.03,0.01,0.09,
14725,Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57,
14726,Theme Park,SAT,1994,Simulation,Electronic Arts,0,0,0.08,0,0.08,
14727,Theme Park,DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,EA Japan Studio
14728,Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48,Bullfrog Productions
14729,There,PS,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06,
14730,Theresia...,DS,2008,Adventure,Arc System Works,0.05,0,0,0,0.06,WorkJam
14731,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.38,0.03,0.13,0.82,
14732,Thief (2014),XOne,2014,Action,Square Enix,0.26,0.15,0,0.04,0.46,
14733,Thief (2014),PS3,2014,Action,Square Enix,0.1,0.17,0.02,0.05,0.35,
14734,Thief (2014),X360,2014,Action,Square Enix,0.14,0.11,0,0.02,0.28,
14735,Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,
14736,Thief: Deadly Shadows,XB,2004,Action,Eidos Interactive,0.13,0.04,0,0.01,0.17,Ion Storm
14737,thinkSMART,DS,2010,Misc,Conspiracy Entertainment,0.09,0,0,0.01,0.09,"Crave, DTP Entertainment"
14738,thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment,0.03,0,0,0,0.03,Mentor Interactive
14739,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,Mentor Interactive
14740,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,
14741,Thomas & Friends: Hero of the Rails,DS,2010,Misc,Unknown,0,0.07,0,0.01,0.08,
14742,Thomas & Friends: Hero of the Rails,Wii,2010,Misc,Unknown,0,0.01,0,0,0.02,
14743,Thomas and Friends: Steaming around Sodor,3DS,2015,Action,Avanquest Software,0,0.02,0,0,0.02,Avanquest Software
14744,Thomas the Tank Engine & Friends,GBA,2004,Adventure,N/A,0.13,0.05,0,0,0.19,
14745,Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,Red Fly Studio
14746,Thor: God of Thunder,X360,2011,Action,Sega,0.09,0.04,0,0.01,0.14,Liquid Entertainment
14747,Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0,0.02,0.14,Liquid Entertainment
14748,Thor: God of Thunder,DS,2011,Action,Sega,0.08,0.03,0,0.01,0.12,WayForward
14749,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0,0.01,0.1,Red Fly Studio
14750,Thoroughbred Breeder,SNES,1993,Simulation,Hect,0,0,0.19,0,0.19,
14751,Thoroughbred Breeder II,SNES,1994,Simulation,Hect,0,0,0.27,0,0.27,
14752,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,0.04,
14753,Thousand Arms,PS,1998,Role-Playing,Atlus,0.06,0.04,0,0.01,0.12,
14754,Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0,0.03,0.39,
14755,Threads of Fate,PS,1999,Role-Playing,SquareSoft,0.12,0.08,0,0.01,0.21,
14756,Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66,Frontier Developments
14757,Thrillville,PSP,2006,Strategy,Atari,0.18,0,0,0.02,0.2,Frontier Developments
14758,Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,Frontier Developments
14759,Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,0.42,Frontier Developments
14760,Thrillville: Off the Rails,X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,Frontier Developments
14761,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,Frontier Developments
14762,Thrillville: Off the Rails,DS,2007,Strategy,LucasArts,0.03,0.01,0,0,0.04,DC Studios
14763,Thunder Alley,GBA,2004,Racing,XS Games,0.01,0,0,0,0.01,Pronto Games
14764,Thunder Force V: Perfect System,PS,1998,Shooter,TechnoSoft,0.03,0.02,0,0,0.05,
14765,Thunder Force VI,PS2,2008,Shooter,Sega,0,0,0.02,0,0.02,
14766,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14,
14767,Thunderbirds,GBA,2004,Shooter,Vivendi Games,0.02,0.01,0,0,0.02,Saffire
14768,ThunderStrike 2,PS,1994,Simulation,Core Design Ltd.,0.1,0.07,0,0.01,0.19,
14769,Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive,0.17,0.13,0,0.04,0.34,Core Design Ltd.
14770,Tiger & Bunny: Hero's Day,PSP,2013,Action,D3Publisher,0,0,0.02,0,0.02,
14771,Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03,
14772,Tiger Woods 99 PGA Tour Golf,PS,1997,Sports,Electronic Arts,0.85,0.58,0,0.1,1.53,
14773,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0,0,0.02,0.21,EA Canada
14774,Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.14,Sensory Sweep
14775,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89,EA Sports
14776,Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0,0.02,0.48,EA Sports
14777,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0,0,0.02,0.31,EA Sports
14778,Tiger Woods PGA Tour 06,PSP,2005,Sports,Electronic Arts,0.18,0,0,0.01,0.2,Team Fusion
14779,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11,EA Sports
14780,Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72,EA Redwood Shores
14781,Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,0.31,0.12,0,0.07,0.5,EA Redwood Shores
14782,Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48,EA Redwood Shores
14783,Tiger Woods PGA Tour 07,Wii,N/A,Sports,Electronic Arts,0.43,0,0,0.04,0.47,EA Redwood Shores
14784,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0,0.03,0.27,Team Fusion
14785,Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,0.19,EA Redwood Shores
14786,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,EA Salt Lake
14787,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,EA Salt Lake
14788,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54,EA Salt Lake
14789,Tiger Woods PGA Tour 08,PS2,2007,Sports,Electronic Arts,0.19,0.15,0,0.05,0.39,EA Salt Lake
14790,Tiger Woods PGA Tour 08,PSP,2007,Sports,Electronic Arts,0.14,0.15,0,0.09,0.38,EA Salt Lake
14791,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,Exient Entertainment
14792,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,EA Tiburon
14793,Tiger Woods PGA Tour 09,X360,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65,EA Tiburon
14794,Tiger Woods PGA Tour 09,PS2,2008,Sports,Electronic Arts,0.16,0,0,0.21,0.37,EA Tiburon
14795,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts,0.07,0.18,0,0.1,0.36,Exient Entertainment
14796,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,Electronic Arts,0.8,0.47,0,0.14,1.42,EA Tiburon
14797,Tiger Woods PGA Tour 10,Wii,2009,Sports,Electronic Arts,0.6,0.36,0,0.11,1.07,EA Tiburon
14798,Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,0.42,0.25,0,0.11,0.78,EA Tiburon
14799,Tiger Woods PGA Tour 10,X360,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65,EA Tiburon
14800,Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26,EA Tiburon
14801,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24,EA Tiburon
14802,Tiger Woods PGA Tour 11,PS3,2010,Sports,Electronic Arts,0.37,0.33,0,0.13,0.83,EA Sports
14803,Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0,0.06,0.54,EA Sports
14804,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0,0.05,0.52,EA Sports
14805,Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,0.89,Electronic Arts
14806,Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,Electronic Arts
14807,Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.2,0.11,0,0.03,0.34,Electronic Arts
14808,Tiger Woods PGA Tour 13,PS3,2012,Sports,Electronic Arts,0.24,0.21,0,0.08,0.54,Electronic Arts
14809,Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0,0.04,0.51,Electronic Arts
14810,Tiger Woods PGA Tour 14,PS3,2013,Sports,Electronic Arts,0.16,0.14,0,0.07,0.37,EA Tiburon
14811,Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts,0.21,0.12,0,0.03,0.35,EA Tiburon
14812,Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0,0.04,0.66,
14813,Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74,Stormfront Studios
14814,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9,EA Sports
